player,nationality,position,team,comp_level,age,birth_year,minutes_90s,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked
Amin Sarr,SWE,"FW,MF",Lyon,Ligue 1,22,2001,1.1,20.0,18.0,2.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0
Amin Sarr,SWE,"FW,MF",Wolfsburg,Bundesliga,22,2001,4.3,130.0,123.0,6.0,1.0,0.0,0.0,1,1.0,1.0,0.0,0.0,0.0,95.0,1.0,9.0
Bouna Sarr,SEN,DF,Bayern Munich,Bundesliga,31,1992,1.2,104.0,92.0,12.0,1.0,0.0,0.0,1,11.0,0.0,0.0,0.0,0.0,92.0,0.0,1.0
Ismaila Sarr,SEN,"FW,MF",Marseille,Ligue 1,25,1998,16.1,483.0,476.0,6.0,0.0,0.0,3.0,38,4.0,0.0,0.0,0.0,0.0,366.0,1.0,14.0
Mamadou Sarr,FRA,DF,Lyon,Ligue 1,17,2005,0.1,4.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
Martin Satriano,URU,FW,Brest,Ligue 1,22,2001,20.7,456.0,447.0,8.0,2.0,1.0,10.0,11,6.0,0.0,0.0,0.0,0.0,325.0,1.0,11.0
Téji Savanier,FRA,MF,Montpellier,Ligue 1,31,1991,30.7,1888.0,1549.0,322.0,137.0,10.0,47.0,231,13.0,125.0,32.0,83.0,0.0,1306.0,17.0,31.0
Stefan Savić,MNE,DF,Atlético Madrid,La Liga,32,1991,18.1,989.0,941.0,40.0,33.0,3.0,8.0,3,7.0,0.0,0.0,0.0,0.0,820.0,8.0,7.0
Sávio,BRA,"FW,MF",Girona,La Liga,19,2004,33.1,1064.0,1042.0,17.0,2.0,1.0,9.0,120,11.0,4.0,3.0,0.0,0.0,812.0,5.0,42.0
Zanos Savva,CYP,"DF,MF",Torino,Serie A,17,2005,0.3,11.0,10.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
Saba Sazonov,GEO,DF,Torino,Serie A,21,2002,4.0,187.0,184.0,3.0,1.0,0.0,1.0,0,2.0,0.0,0.0,0.0,0.0,163.0,0.0,1.0
Joe Scally,USA,DF,Gladbach,Bundesliga,20,2002,24.8,1312.0,1083.0,228.0,21.0,0.0,9.0,46,207.0,0.0,0.0,0.0,0.0,1052.0,1.0,42.0
Giorgio Scalvini,ITA,DF,Atalanta,Serie A,19,2003,28.3,1564.0,1500.0,57.0,33.0,1.0,10.0,5,24.0,0.0,0.0,0.0,0.0,1272.0,7.0,23.0
Gianluca Scamacca,ITA,FW,Atalanta,Serie A,24,1999,16.1,434.0,420.0,9.0,1.0,4.0,16.0,6,0.0,0.0,0.0,0.0,0.0,293.0,5.0,18.0
Dane Scarlett,ENG,FW,Tottenham,Premier League,19,2004,0.2,3.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Kevin Schade,GER,"FW,MF",Brentford,Premier League,21,2001,3.7,95.0,93.0,0.0,0.0,1.0,0.0,5,0.0,0.0,0.0,0.0,0.0,58.0,2.0,4.0
András Schäfer,HUN,MF,Union Berlin,Bundesliga,24,1999,13.5,557.0,528.0,27.0,2.0,2.0,2.0,18,17.0,5.0,0.0,1.0,0.0,418.0,2.0,17.0
Fabian Schär,SUI,DF,Newcastle Utd,Premier League,31,1991,33.9,2128.0,2044.0,76.0,67.0,6.0,41.0,8,6.0,0.0,0.0,0.0,0.0,1762.0,8.0,15.0
Patrik Schick,CZE,FW,Leverkusen,Bundesliga,27,1996,11.8,231.0,220.0,11.0,0.0,1.0,1.0,1,2.0,0.0,0.0,0.0,0.0,184.0,0.0,5.0
Stefan Schimmer,GER,"MF,FW",Heidenheim,Bundesliga,29,1994,1.7,45.0,44.0,1.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,22.0,0.0,3.0
Xaver Schlager,AUT,MF,RB Leipzig,Bundesliga,25,1997,27.5,1798.0,1738.0,56.0,45.0,10.0,15.0,14,11.0,0.0,0.0,0.0,0.0,1587.0,4.0,20.0
Keven Schlotterbeck,GER,DF,Bochum,Bundesliga,26,1997,24.3,1027.0,970.0,51.0,18.0,0.0,2.0,12,5.0,0.0,0.0,0.0,0.0,802.0,6.0,5.0
Nico Schlotterbeck,GER,DF,Dortmund,Bundesliga,23,1999,31.8,2681.0,2540.0,136.0,72.0,4.0,42.0,8,11.0,0.0,0.0,0.0,0.0,2381.0,5.0,23.0
Jeffrey Schlupp,GHA,"FW,MF",Crystal Palace,Premier League,30,1992,15.0,334.0,329.0,4.0,2.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,247.0,1.0,10.0
Romano Schmid,AUT,"MF,FW",Werder Bremen,Bundesliga,23,2000,28.9,1211.0,1176.0,29.0,11.0,12.0,5.0,62,6.0,9.0,3.0,5.0,0.0,941.0,6.0,29.0
Kenneth Schmidt,GER,DF,Freiburg,Bundesliga,21,2002,0.8,48.0,41.0,7.0,1.0,0.0,0.0,2,6.0,0.0,0.0,0.0,0.0,43.0,0.0,1.0
Niklas Schmidt,GER,MF,Toulouse,Ligue 1,25,1998,14.1,840.0,777.0,56.0,25.0,3.0,11.0,50,7.0,18.0,6.0,9.0,0.0,679.0,7.0,14.0
Benno Schmitz,GER,DF,Köln,Bundesliga,28,1994,12.8,709.0,563.0,142.0,7.0,0.0,2.0,40,135.0,0.0,0.0,0.0,0.0,502.0,4.0,27.0
Fabian Schnellhardt,GER,MF,Darmstadt 98,Bundesliga,29,1994,2.6,172.0,164.0,8.0,4.0,0.0,1.0,4,0.0,4.0,3.0,1.0,0.0,149.0,0.0,2.0
Jan Schöppner,GER,MF,Heidenheim,Bundesliga,24,1999,22.2,668.0,656.0,12.0,10.0,4.0,8.0,7,1.0,0.0,0.0,0.0,0.0,444.0,0.0,23.0
Marcel Schuhen,GER,GK,Darmstadt 98,Bundesliga,30,1993,31.0,1496.0,1092.0,401.0,112.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,1064.0,3.0,0.0
Perr Schuurs,NED,DF,Torino,Serie A,23,1999,8.6,406.0,393.0,12.0,9.0,0.0,6.0,2,3.0,0.0,0.0,0.0,0.0,359.0,1.0,4.0
Marvin Schwäbe,GER,GK,Köln,Bundesliga,28,1995,34.0,1305.0,1095.0,202.0,53.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1014.0,8.0,3.0
Alexander Schwolow,GER,GK,Union Berlin,Bundesliga,31,1992,1.0,36.0,22.0,14.0,6.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0
Alex Scott,ENG,MF,Bournemouth,Premier League,19,2003,11.3,474.0,429.0,43.0,10.0,2.0,4.0,36,4.0,26.0,22.0,1.0,0.0,361.0,2.0,10.0
Simone Scuffet,ITA,GK,Cagliari,Serie A,27,1996,31.0,928.0,568.0,359.0,116.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,614.0,1.0,0.0
Jérémy Sebas,MTQ,"FW,MF",Strasbourg,Ligue 1,20,2003,4.4,74.0,72.0,2.0,0.0,0.0,0.0,4,1.0,0.0,0.0,0.0,0.0,52.0,0.0,2.0
Manuel Sebastián,ESP,MF,Sevilla,La Liga,19,2004,1.3,49.0,49.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0
Demba Seck,SEN,MF,Torino,Serie A,22,2001,4.7,109.0,109.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,82.0,0.0,7.0
Demba Seck,SEN,"FW,MF",Frosinone,Serie A,22,2001,3.3,92.0,89.0,3.0,1.0,0.0,0.0,2,1.0,1.0,0.0,0.0,0.0,74.0,0.0,3.0
Aleksandar Sedlar,SRB,DF,Alavés,La Liga,31,1991,10.5,405.0,387.0,17.0,11.0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,343.0,1.0,1.0
Alidu Seidu,GHA,DF,Rennes,Ligue 1,23,2000,6.6,362.0,318.0,43.0,6.0,0.0,1.0,6,37.0,0.0,0.0,0.0,0.0,309.0,1.0,3.0
Alidu Seidu,GHA,DF,Clermont Foot,Ligue 1,23,2000,12.6,756.0,687.0,65.0,10.0,0.0,2.0,4,55.0,0.0,0.0,0.0,0.0,623.0,4.0,7.0
Nicolas Seiwald,AUT,MF,RB Leipzig,Bundesliga,22,2001,8.0,390.0,377.0,10.0,7.0,2.0,3.0,4,0.0,3.0,2.0,0.0,0.0,320.0,3.0,5.0
Nikola Sekulov,ITA,FW,Juventus,Serie A,21,2002,0.1,2.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Davie Selke,GER,FW,Köln,Bundesliga,28,1995,14.1,234.0,211.0,22.0,1.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,144.0,1.0,9.0
Matz Sels,BEL,GK,Nott'ham Forest,Premier League,31,1992,16.0,378.0,254.0,122.0,29.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,263.0,2.0,0.0
Matz Sels,BEL,GK,Strasbourg,Ligue 1,31,1992,19.0,619.0,452.0,166.0,53.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,452.0,1.0,0.0
Nélson Semedo,POR,"DF,MF",Wolves,Premier League,29,1993,34.3,1849.0,1571.0,273.0,25.0,2.0,9.0,80,248.0,0.0,0.0,0.0,0.0,1474.0,5.0,42.0
Vivaldo Semedo,POR,FW,Udinese,Serie A,18,2005,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antoine Semenyo,GHA,FW,Bournemouth,Premier League,23,2000,23.4,647.0,632.0,11.0,0.0,5.0,3.0,45,11.0,0.0,0.0,0.0,0.0,452.0,4.0,26.0
Marvin Senaya,TOG,"DF,MF",Strasbourg,Ligue 1,22,2001,23.8,1120.0,903.0,216.0,31.0,1.0,3.0,79,184.0,1.0,0.0,1.0,0.0,871.0,1.0,23.0
Marcos Senesi,ARG,DF,Bournemouth,Premier League,26,1997,24.9,1297.0,1244.0,47.0,40.0,4.0,6.0,25,7.0,0.0,0.0,0.0,0.0,1005.0,6.0,17.0
Stefano Sensi,ITA,MF,Inter,Serie A,27,1995,0.5,52.0,49.0,3.0,1.0,1.0,1.0,1,0.0,2.0,0.0,1.0,0.0,47.0,0.0,1.0
Suat Serdar,GER,MF,Hellas Verona,Serie A,26,1997,18.4,602.0,570.0,29.0,23.0,0.0,12.0,9,2.0,0.0,0.0,0.0,0.0,445.0,3.0,19.0
Benjamin Šeško,SVN,FW,RB Leipzig,Bundesliga,20,2003,17.0,330.0,316.0,12.0,0.0,4.0,0.0,4,1.0,0.0,0.0,0.0,0.0,215.0,2.0,14.0
Kevin Sessa,GER,"MF,FW",Heidenheim,Bundesliga,23,2000,11.2,450.0,409.0,40.0,14.0,2.0,5.0,20,9.0,7.0,2.0,1.0,0.0,331.0,1.0,19.0
Aaron Seydel,GER,FW,Darmstadt 98,Bundesliga,27,1996,6.9,190.0,176.0,12.0,0.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,110.0,2.0,7.0
Andres Sfait,ROU,"DF,MF",Salernitana,Serie A,18,2004,0.3,6.0,5.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0
Stephan El Shaarawy,ITA,"FW,DF",Roma,Serie A,30,1992,19.3,662.0,617.0,42.0,1.0,2.0,9.0,17,39.0,1.0,1.0,0.0,0.0,545.0,3.0,17.0
Luke Shaw,ENG,DF,Manchester Utd,Premier League,28,1995,10.7,648.0,540.0,106.0,17.0,2.0,3.0,33,62.0,19.0,3.0,12.0,0.0,531.0,2.0,10.0
James Shea,ENG,GK,Luton Town,Premier League,32,1991,0.2,9.0,5.0,4.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
Eldor Shomurodov,UZB,"FW,MF",Cagliari,Serie A,28,1995,10.4,230.0,212.0,17.0,0.0,2.0,1.0,7,2.0,0.0,0.0,0.0,0.0,153.0,1.0,7.0
Steven Shpendi,ALB,"FW,MF",Empoli,Serie A,20,2003,4.6,76.0,64.0,11.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,57.0,1.0,4.0
Sofiane Sidi Ali,FRA,MF,Marseille,Ligue 1,28,1995,0.2,7.0,7.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
Vincent Sierro,SUI,MF,Toulouse,Ligue 1,27,1995,25.1,1316.0,1146.0,166.0,59.0,4.0,13.0,111,6.0,81.0,30.0,44.0,0.0,1020.0,4.0,28.0
Tim Siersleben,GER,DF,Heidenheim,Bundesliga,23,2000,10.1,559.0,545.0,13.0,10.0,0.0,9.0,1,3.0,0.0,0.0,0.0,0.0,456.0,1.0,5.0
Kiliann Sildillia,FRA,DF,Freiburg,Bundesliga,21,2002,20.1,1167.0,973.0,192.0,17.0,1.0,4.0,37,170.0,0.0,0.0,0.0,0.0,847.0,2.0,32.0
André Silva,POR,FW,Real Sociedad,La Liga,27,1995,8.1,165.0,143.0,20.0,0.0,1.0,0.0,0,3.0,0.0,0.0,0.0,0.0,134.0,2.0,8.0
Bernardo Silva,POR,"MF,FW",Manchester City,Premier League,28,1994,28.6,1936.0,1831.0,99.0,40.0,2.0,7.0,83,23.0,21.0,10.0,0.0,0.0,1671.0,6.0,37.0
Caio Henrique Oliveira Silva,BRA,DF,Monaco,Ligue 1,26,1997,6.9,464.0,369.0,94.0,15.0,2.0,0.0,36,56.0,23.0,4.0,13.0,0.0,376.0,1.0,13.0
Fábio Silva,POR,FW,Wolves,Premier League,21,2002,2.9,76.0,72.0,4.0,1.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0
Rui Silva,POR,GK,Betis,La Liga,29,1994,27.5,958.0,671.0,284.0,101.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,669.0,3.0,0.0
Thiago Silva,BRA,DF,Chelsea,Premier League,38,1984,28.1,2287.0,2198.0,88.0,60.0,0.0,9.0,4,3.0,0.0,0.0,0.0,0.0,2166.0,1.0,6.0
Marco Silvestri,ITA,GK,Udinese,Serie A,32,1991,17.0,451.0,301.0,149.0,44.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,324.0,1.0,0.0
Mohamed Simakan,FRA,DF,RB Leipzig,Bundesliga,23,2000,23.8,1573.0,1456.0,115.0,51.0,3.0,11.0,18,64.0,0.0,0.0,0.0,0.0,1347.0,2.0,12.0
Giovanni Simeone,ARG,FW,Napoli,Serie A,28,1995,8.9,187.0,170.0,15.0,0.0,2.0,0.0,6,0.0,0.0,0.0,0.0,0.0,132.0,2.0,4.0
Giuliano Simeone,ARG,FW,Alavés,La Liga,20,2002,7.0,169.0,165.0,4.0,0.0,1.0,0.0,14,1.0,1.0,0.0,0.0,0.0,114.0,0.0,8.0
Jan-Carlo Simic,SRB,DF,Milan,Serie A,18,2005,1.6,64.0,62.0,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0
Moses Simon,NGA,"FW,MF",Nantes,Ligue 1,28,1995,19.9,508.0,472.0,30.0,4.0,4.0,4.0,114,6.0,13.0,3.0,5.0,0.0,318.0,6.0,41.0
Unai Simón,ESP,GK,Athletic Club,La Liga,26,1997,35.4,1227.0,855.0,367.0,127.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,728.0,5.0,1.0
Xavi Simons,NED,MF,RB Leipzig,Bundesliga,20,2003,29.5,1434.0,1293.0,130.0,28.0,19.0,11.0,76,11.0,59.0,21.0,21.0,2.0,1137.0,11.0,42.0
Wilfried Singo,CIV,DF,Monaco,Ligue 1,22,2000,24.3,1490.0,1411.0,76.0,42.0,2.0,4.0,21,34.0,0.0,0.0,0.0,0.0,1282.0,3.0,11.0
Luis Sinisterra,COL,"FW,MF",Bournemouth,Premier League,24,1999,7.8,292.0,292.0,0.0,0.0,1.0,5.0,11,0.0,0.0,0.0,0.0,0.0,226.0,0.0,16.0
Daley Sinkgraven,NED,DF,Las Palmas,La Liga,28,1995,4.3,276.0,231.0,45.0,9.0,0.0,1.0,5,35.0,1.0,1.0,0.0,0.0,237.0,0.0,3.0
Jailson Siqueira,BRA,"DF,MF",Celta Vigo,La Liga,27,1995,10.0,488.0,476.0,11.0,11.0,1.0,1.0,4,0.0,0.0,0.0,0.0,0.0,406.0,1.0,8.0
Ayanda Sishuba,BEL,"MF,FW",Lens,Ligue 1,18,2005,0.7,14.0,14.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
Ibrahima Sissoko,MLI,MF,Strasbourg,Ligue 1,25,1997,18.2,752.0,737.0,13.0,12.0,2.0,2.0,2,1.0,0.0,0.0,0.0,0.0,614.0,2.0,4.0
Moussa Sissoko,FRA,MF,Nantes,Ligue 1,33,1989,20.2,681.0,655.0,24.0,11.0,3.0,3.0,18,11.0,1.0,0.0,0.0,0.0,547.0,2.0,19.0
Antonio Sivera,ESP,GK,Alavés,La Liga,26,1996,34.0,1105.0,653.0,449.0,154.0,0.0,8.0,0,0.0,0.0,0.0,0.0,0.0,651.0,3.0,0.0
Tim Skarke,GER,"FW,DF",Darmstadt 98,Bundesliga,26,1996,26.7,855.0,777.0,77.0,12.0,1.0,10.0,94,35.0,11.0,4.0,6.0,0.0,622.0,1.0,32.0
Ellyes Skhiri,TUN,MF,Eint Frankfurt,Bundesliga,28,1995,24.1,1287.0,1249.0,36.0,32.0,4.0,3.0,4,4.0,0.0,0.0,0.0,0.0,1082.0,2.0,20.0
Oliver Skipp,ENG,"MF,DF",Tottenham,Premier League,22,2000,7.9,383.0,366.0,16.0,8.0,1.0,0.0,1,8.0,0.0,0.0,0.0,0.0,351.0,1.0,2.0
Leo Skiri Østigård,NOR,DF,Napoli,Serie A,23,1999,18.1,1339.0,1297.0,37.0,25.0,0.0,8.0,2,6.0,0.0,0.0,0.0,0.0,1172.0,5.0,4.0
Łukasz Skorupski,POL,GK,Bologna,Serie A,32,1991,32.0,1018.0,773.0,244.0,56.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,796.0,1.0,1.0
Robert Skov,DEN,"DF,FW",Hoffenheim,Bundesliga,27,1996,14.0,736.0,587.0,147.0,24.0,4.0,2.0,70,98.0,25.0,12.0,9.0,0.0,542.0,2.0,27.0
Milan Škriniar,SVK,DF,Paris S-G,Ligue 1,28,1995,18.1,1820.0,1773.0,45.0,30.0,0.0,4.0,1,5.0,0.0,0.0,0.0,0.0,1735.0,2.0,3.0
Naatan Skyttä,FIN,"MF,FW",Toulouse,Ligue 1,21,2002,1.3,61.0,59.0,2.0,0.0,0.0,0.0,2,0.0,1.0,1.0,0.0,0.0,56.0,0.0,0.0
Chris Smalling,ENG,DF,Roma,Serie A,33,1989,4.3,228.0,224.0,4.0,4.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,197.0,0.0,1.0
Adam Smith,ENG,DF,Bournemouth,Premier League,32,1991,23.9,1025.0,793.0,229.0,14.0,3.0,1.0,39,215.0,0.0,0.0,0.0,0.0,782.0,3.0,26.0
Emile Smith Rowe,ENG,MF,Arsenal,Premier League,23,2000,3.9,213.0,207.0,6.0,3.0,0.0,1.0,1,1.0,1.0,0.0,0.0,0.0,188.0,0.0,2.0
Hrvoje Smolčić,CRO,DF,Eint Frankfurt,Bundesliga,22,2000,3.9,321.0,307.0,14.0,6.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,285.0,0.0,2.0
Cédric Soares,POR,DF,Arsenal,Premier League,31,1991,0.7,69.0,61.0,8.0,2.0,0.0,0.0,4,6.0,0.0,0.0,0.0,0.0,60.0,0.0,1.0
Danilo Soares,BRA,DF,Bochum,Bundesliga,31,1991,3.9,179.0,131.0,48.0,1.0,1.0,0.0,3,46.0,1.0,0.0,0.0,0.0,124.0,0.0,3.0
Eduard Sobol,UKR,DF,Strasbourg,Ligue 1,28,1995,0.3,13.0,11.0,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0
Rubén Sobrino,ESP,"MF,FW",Cádiz,La Liga,31,1992,18.3,526.0,517.0,6.0,1.0,1.0,3.0,22,4.0,0.0,0.0,0.0,0.0,387.0,3.0,26.0
Andrea Sodero,ITA,MF,Empoli,Serie A,18,2004,0.1,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Emran Soglo,ENG,"MF,DF",Marseille,Ligue 1,18,2005,1.2,39.0,38.0,1.0,0.0,0.0,0.0,5,1.0,0.0,0.0,0.0,0.0,31.0,0.0,1.0
Alex Sola,ESP,"FW,MF",Alavés,La Liga,24,1999,14.0,430.0,364.0,66.0,4.0,0.0,1.0,84,41.0,21.0,3.0,13.0,0.0,269.0,0.0,25.0
Alex Sola,ESP,"DF,MF",Real Sociedad,La Liga,24,1999,0.3,16.0,9.0,7.0,1.0,0.0,0.0,0,6.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
Dominic Solanke,ENG,FW,Bournemouth,Premier League,25,1997,36.9,544.0,485.0,58.0,0.0,1.0,1.0,6,4.0,0.0,0.0,0.0,0.0,400.0,1.0,30.0
Ola Solbakken,NOR,FW,Roma,Serie A,24,1998,0.3,8.0,8.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
Carlos Soler,ESP,"MF,DF",Paris S-G,Ligue 1,26,1997,12.1,782.0,736.0,44.0,17.0,4.0,2.0,23,19.0,6.0,1.0,1.0,0.0,670.0,2.0,18.0
Jhon Solis,COL,MF,Girona,La Liga,18,2004,4.3,225.0,222.0,3.0,2.0,2.0,0.0,0,1.0,0.0,0.0,0.0,0.0,191.0,0.0,3.0
Manor Solomon,ISR,FW,Tottenham,Premier League,24,1999,2.2,90.0,90.0,0.0,0.0,1.0,0.0,5,0.0,0.0,0.0,0.0,0.0,78.0,0.0,1.0
Daniele Sommariva,ITA,GK,Genoa,Serie A,26,1997,0.1,3.0,2.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yann Sommer,SUI,GK,Inter,Serie A,34,1988,34.0,1236.0,992.0,242.0,41.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1078.0,2.0,0.0
Brandon Soppy,FRA,DF,Torino,Serie A,21,2002,2.0,92.0,67.0,25.0,4.0,0.0,0.0,3,21.0,0.0,0.0,0.0,0.0,68.0,0.0,7.0
David Soria,ESP,GK,Getafe,La Liga,30,1993,37.9,1295.0,781.0,508.0,198.0,0.0,9.0,0,0.0,0.0,0.0,0.0,0.0,687.0,6.0,0.0
Alberto Soro,ESP,MF,Granada,La Liga,24,1999,0.1,3.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Alessandro Sorrentino,ITA,GK,Monza,Serie A,21,2002,6.1,193.0,141.0,52.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0
Borna Sosa,CRO,"FW,DF",Stuttgart,Bundesliga,25,1998,0.5,43.0,37.0,6.0,2.0,0.0,1.0,12,1.0,3.0,2.0,1.0,0.0,27.0,0.0,2.0
Hugo Sotelo,ESP,MF,Celta Vigo,La Liga,19,2003,8.0,589.0,534.0,52.0,25.0,0.0,6.0,29,1.0,26.0,9.0,10.0,0.0,516.0,3.0,4.0
Florian Sotoca,FRA,"MF,FW",Lens,Ligue 1,32,1990,28.9,1445.0,1361.0,74.0,11.0,12.0,8.0,95,55.0,2.0,0.0,0.0,0.0,1071.0,10.0,47.0
Riccardo Sottil,ITA,FW,Fiorentina,Serie A,24,1999,12.3,421.0,419.0,2.0,1.0,1.0,4.0,46,1.0,0.0,0.0,0.0,0.0,331.0,0.0,17.0
Tomáš Souček,CZE,MF,West Ham,Premier League,28,1995,31.9,962.0,949.0,7.0,2.0,2.0,9.0,6,3.0,0.0,0.0,0.0,0.0,722.0,6.0,27.0
Matìas Soulé,ARG,"FW,MF",Frosinone,Serie A,20,2003,34.7,1535.0,1387.0,142.0,27.0,23.0,3.0,98,32.0,82.0,32.0,15.0,1.0,1197.0,6.0,33.0
Boubakary Soumaré,FRA,MF,Sevilla,La Liga,24,1999,25.4,1232.0,1221.0,9.0,8.0,2.0,6.0,3,1.0,0.0,0.0,0.0,0.0,1109.0,2.0,15.0
Issa Soumaré,SEN,"FW,MF",Le Havre,Ligue 1,22,2000,2.6,62.0,58.0,3.0,0.0,0.0,0.0,2,1.0,0.0,0.0,0.0,0.0,33.0,1.0,6.0
Vinicius Souza,BRA,MF,Sheffield Utd,Premier League,24,1999,29.6,994.0,978.0,13.0,10.0,0.0,8.0,10,2.0,0.0,0.0,0.0,0.0,790.0,3.0,30.0
Djibril Sow,SUI,MF,Sevilla,La Liga,26,1997,16.2,682.0,664.0,16.0,12.0,0.0,5.0,5,1.0,1.0,0.0,1.0,0.0,582.0,2.0,14.0
Saidou Sow,GUI,DF,Strasbourg,Ligue 1,21,2002,8.0,353.0,338.0,15.0,14.0,2.0,2.0,0,1.0,0.0,0.0,0.0,0.0,301.0,0.0,3.0
Çağlar Söyüncü,TUR,DF,Atlético Madrid,La Liga,27,1996,1.3,81.0,79.0,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0
Djed Spence,ENG,DF,Genoa,Serie A,22,2000,9.5,342.0,275.0,67.0,4.0,0.0,2.0,12,63.0,0.0,0.0,0.0,0.0,272.0,0.0,5.0
Stijn Spierings,NED,MF,Toulouse,Ligue 1,27,1996,16.8,1089.0,1037.0,48.0,38.0,3.0,15.0,11,7.0,2.0,1.0,1.0,0.0,944.0,4.0,17.0
Stijn Spierings,NED,MF,Lens,Ligue 1,27,1996,1.3,59.0,59.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,50.0,0.0,2.0
Leonardo Spinazzola,ITA,DF,Roma,Serie A,30,1993,14.6,849.0,731.0,112.0,8.0,3.0,7.0,84,104.0,0.0,0.0,0.0,0.0,663.0,6.0,17.0
Marco Sportiello,ITA,GK,Milan,Serie A,31,1992,7.0,247.0,220.0,27.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,213.0,0.0,0.0
Anton Stach,GER,MF,Hoffenheim,Bundesliga,24,1998,25.8,1309.0,1255.0,51.0,18.0,8.0,11.0,54,1.0,30.0,12.0,13.0,1.0,1031.0,3.0,21.0
Anton Stach,GER,MF,Mainz 05,Bundesliga,24,1998,1.9,68.0,65.0,3.0,2.0,0.0,0.0,2,0.0,1.0,0.0,1.0,0.0,43.0,0.0,1.0
Jens Stage,DEN,MF,Werder Bremen,Bundesliga,26,1996,25.9,1042.0,998.0,38.0,19.0,2.0,4.0,10,8.0,0.0,0.0,0.0,0.0,775.0,6.0,28.0
Benjamin Stambouli,FRA,MF,Reims,Ligue 1,32,1990,3.2,130.0,129.0,1.0,1.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,95.0,0.0,3.0
Josip Stanišić,CRO,DF,Leverkusen,Bundesliga,23,2000,14.0,1077.0,1018.0,54.0,17.0,1.0,6.0,16,37.0,0.0,0.0,0.0,0.0,961.0,5.0,12.0
